,unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,city,status,resolution_action_updated_date,borough,park_facility_name,park_borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
2295,55781966,2022-10-23T16:35:48.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11427,206-09 86 ROAD,86 ROAD,QUEENS VILLAGE,Open,2022-10-23T00:00:00.000,QUEENS,Unspecified,QUEENS,1050113,203038,40.723723926322464,-73.7623834030916,"{'latitude': '40.723723926322464', 'longitude': '-73.7623834030916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2296,55780893,2022-10-23T16:35:36.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10467,767 EAST  219 STREET,EAST  219 STREET,BRONX,Closed,2022-10-23T17:40:38.000,BRONX,Unspecified,BRONX,1022680,261015,40.883016336067485,-73.86102246455962,"{'latitude': '40.883016336067485', 'longitude': '-73.86102246455962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2297,55781632,2022-10-23T16:35:32.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452,96 WEST  163 STREET,WEST  163 STREET,BRONX,Closed,2022-10-23T21:41:14.000,BRONX,Unspecified,BRONX,1003829,242447,40.8321147109914,-73.92924906069243,"{'latitude': '40.8321147109914', 'longitude': '-73.92924906069243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2298,55786571,2022-10-23T16:35:00.000,DEP,Sewer,Manhole Overflow (Use Comments) (SA1),,11415,,,QUEENS,Closed,2022-10-23T16:50:00.000,QUEENS,Unspecified,QUEENS,1030258,198003,40.7100296302913,-73.83404929061905,"{'latitude': '40.7100296302913', 'longitude': '-73.83404929061905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2299,55781339,2022-10-23T16:35:00.000,DSNY,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,514 ELTINGVILLE BOULEVARD,ELTINGVILLE BOULEVARD,STATEN ISLAND,Open,,STATEN ISLAND,Unspecified,STATEN ISLAND,937757,142615,40.557999113525455,-74.16731849321756,"{'latitude': '40.557999113525455', 'longitude': '-74.16731849321756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2300,55781400,2022-10-23T16:34:43.000,DSNY,Dirty Condition,Trash,Sidewalk,10014,12 BEDFORD STREET,BEDFORD STREET,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,983289,204883,40.72903313991667,-74.00346731036656,"{'latitude': '40.72903313991667', 'longitude': '-74.00346731036656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2301,55785459,2022-10-23T16:34:41.000,DOHMH,Rodent,Signs of Rodents,1-2 Family Dwelling,11221,963 PUTNAM AVENUE,PUTNAM AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,1005748,189654,40.68720708235412,-73.92248335925218,"{'latitude': '40.68720708235412', 'longitude': '-73.92248335925218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2302,55784830,2022-10-23T16:34:08.000,DSNY,Missed Collection,Trash,Street,11225,137 MIDWOOD STREET,MIDWOOD STREET,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,996504,179661,40.65979617141607,-73.9558331698275,"{'latitude': '40.65979617141607', 'longitude': '-73.9558331698275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2303,55782924,2022-10-23T16:33:07.000,NYPD,Drug Activity,Use Outside,Street/Sidewalk,10018,BROADWAY,BROADWAY,,Closed,2022-10-23T16:52:27.000,MANHATTAN,Unspecified,MANHATTAN,987889,214095,40.75431708865135,-73.98686541972873,"{'latitude': '40.75431708865135', 'longitude': '-73.98686541972873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2304,55783711,2022-10-23T16:32:48.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10463,3615 GREYSTONE AVENUE,GREYSTONE AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1010288,262147,40.88616858193175,-73.90583221875217,"{'latitude': '40.88616858193175', 'longitude': '-73.90583221875217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2305,55785828,2022-10-23T16:32:27.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11385,71-49 68 PLACE,68 PLACE,RIDGEWOOD,Closed,2022-10-23T17:34:59.000,QUEENS,Unspecified,QUEENS,1016367,195334,40.70276518873521,-73.88416674255514,"{'latitude': '40.70276518873521', 'longitude': '-73.88416674255514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2306,55783660,2022-10-23T16:32:21.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11427,206-10 86 ROAD,86 ROAD,QUEENS VILLAGE,Open,2022-10-23T00:00:00.000,QUEENS,Unspecified,QUEENS,1050121,203039,40.72372661150304,-73.76235453152357,"{'latitude': '40.72372661150304', 'longitude': '-73.76235453152357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2307,55786248,2022-10-23T16:32:09.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,WOODSIDE,Open,2022-10-23T00:00:00.000,QUEENS,Unspecified,QUEENS,1013908,210718,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2308,55782423,2022-10-23T16:31:47.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10305,NARROWS ROAD NORTH,NARROWS ROAD NORTH,,Closed,2022-10-23T17:18:13.000,STATEN ISLAND,Unspecified,STATEN ISLAND,963874,160100,40.606090427487196,-74.07338170831491,"{'latitude': '40.606090427487196', 'longitude': '-74.07338170831491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2309,55784701,2022-10-23T16:31:10.000,EDC,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,HOWARD BEACH,In Progress,,QUEENS,Unspecified,QUEENS,1026720,182861,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2310,55783348,2022-10-23T16:31:10.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11218,CHURCH AVENUE,CHURCH AVENUE,,Closed,2022-10-23T17:09:18.000,BROOKLYN,Unspecified,BROOKLYN,990507,173771,40.64363567249765,-73.9774534914305,"{'latitude': '40.64363567249765', 'longitude': '-73.9774534914305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2311,55780811,2022-10-23T16:30:47.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-30 82 STREET,82 STREET,RIDGEWOOD,Closed,2022-10-23T19:26:38.000,QUEENS,Unspecified,QUEENS,1021198,195961,40.70446730153838,-73.86673983012173,"{'latitude': '40.70446730153838', 'longitude': '-73.86673983012173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2312,55785593,2022-10-23T16:30:44.000,DOHMH,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,10001,387 8 AVENUE,8 AVENUE,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,985464,212247,40.74924546173067,-73.99561853078463,"{'latitude': '40.74924546173067', 'longitude': '-73.99561853078463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2313,55782248,2022-10-23T16:30:44.000,DHS,Encampment,N/A,Store/Commercial,10005,26 WALL STREET,WALL STREET,NEW YORK,In Progress,2022-10-23T17:17:22.000,MANHATTAN,Unspecified,MANHATTAN,981346,196856,40.70700052840446,-74.0104742365272,"{'latitude': '40.70700052840446', 'longitude': '-74.0104742365272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2314,55783068,2022-10-23T16:30:44.000,NYPD,Encampment,N/A,Store/Commercial,10005,26 WALL STREET,WALL STREET,NEW YORK,Closed,2022-10-23T17:17:19.000,MANHATTAN,Unspecified,MANHATTAN,981346,196856,40.70700052840446,-74.0104742365272,"{'latitude': '40.70700052840446', 'longitude': '-74.0104742365272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2315,55785518,2022-10-23T16:30:01.000,DOT,Street Condition,Guard Rail - Street,Street,10019,140 WEST   55 STREET,WEST   55 STREET,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,989903,217488,40.76362894692173,-73.97959324991847,"{'latitude': '40.76362894692173', 'longitude': '-73.97959324991847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2316,55781999,2022-10-23T16:29:42.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1003936,242233,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2317,55783666,2022-10-23T16:29:42.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,5421 BEVERLY ROAD,BEVERLY ROAD,BROOKLYN,Open,2022-10-23T00:00:00.000,BROOKLYN,Unspecified,BROOKLYN,1004883,174854,40.64658644916188,-73.92564763693309,"{'latitude': '40.64658644916188', 'longitude': '-73.92564763693309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2318,55785899,2022-10-23T16:29:00.000,DOT,Street Light Condition,Street Light Out,,11385,64-02 GATES AVENUE,GATES AVENUE,RIDGEWOOD,Open,,QUEENS,Unspecified,QUEENS,1013076,197837,40.70964666123318,-73.89602534501086,"{'latitude': '40.70964666123318', 'longitude': '-73.89602534501086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2319,55786563,2022-10-23T16:29:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),,11223,427 AVENUE U,AVENUE U,BROOKLYN,Open,,BROOKLYN,Unspecified,BROOKLYN,993069,156977,40.597537464986544,-73.96824350571299,"{'latitude': '40.597537464986544', 'longitude': '-73.96824350571299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2320,55781631,2022-10-23T16:28:44.000,NYPD,Traffic,Congestion/Gridlock,Street/Sidewalk,11372,70-03 37 AVENUE,37 AVENUE,JACKSON HEIGHTS,Closed,2022-10-23T17:51:35.000,QUEENS,Unspecified,QUEENS,1013292,212034,40.74861322317479,-73.89518496569907,"{'latitude': '40.74861322317479', 'longitude': '-73.89518496569907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2321,55782494,2022-10-23T16:28:42.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10463,5665 BROADWAY,BROADWAY,BRONX,Closed,2022-10-23T18:25:50.000,BRONX,Unspecified,BRONX,1010988,260272,40.881020202625876,-73.90330811943718,"{'latitude': '40.881020202625876', 'longitude': '-73.90330811943718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2322,55784829,2022-10-23T16:28:33.000,DSNY,Missed Collection,Trash,Street,11235,2979 OCEAN AVENUE,OCEAN AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,998305,153808,40.5888324409539,-73.9493956956342,"{'latitude': '40.5888324409539', 'longitude': '-73.9493956956342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2323,55781684,2022-10-23T16:28:32.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10468,60 EAST  196 STREET,EAST  196 STREET,BRONX,Closed,2022-10-23T17:45:24.000,BRONX,Unspecified,BRONX,1013366,255762,40.86863412569598,-73.89472823271022,"{'latitude': '40.86863412569598', 'longitude': '-73.89472823271022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2324,55782988,2022-10-23T16:28:20.000,TLC,Taxi Complaint,Driver Complaint - Passenger,Street,10029,3 AVENUE,3 AVENUE,,In Progress,,MANHATTAN,Unspecified,MANHATTAN,999049,226734,40.78899620161923,-73.94655677039485,"{'latitude': '40.78899620161923', 'longitude': '-73.94655677039485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2325,55783141,2022-10-23T16:28:00.000,NYPD,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11414,90 STREET,90 STREET,,Closed,2022-10-23T18:29:40.000,QUEENS,Unspecified,QUEENS,1027659,180541,40.662113647145134,-73.84353635732968,"{'latitude': '40.662113647145134', 'longitude': '-73.84353635732968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2326,55784347,2022-10-23T16:27:39.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11237,307 TROUTMAN STREET,TROUTMAN STREET,BROOKLYN,Closed,2022-10-23T17:18:44.000,BROOKLYN,Unspecified,BROOKLYN,1004986,195844,40.70419900701563,-73.92521189154154,"{'latitude': '40.70419900701563', 'longitude': '-73.92521189154154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2327,55781981,2022-10-23T16:26:55.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,987966,219503,40.76916062655122,-73.98658450706913,"{'latitude': '40.76916062655122', 'longitude': '-73.98658450706913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2328,55781532,2022-10-23T16:26:47.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,87-72 52 AVENUE,52 AVENUE,ELMHURST,Closed,2022-10-23T20:49:04.000,QUEENS,Unspecified,QUEENS,1019018,208407,40.738637365039,-73.87453812181207,"{'latitude': '40.738637365039', 'longitude': '-73.87453812181207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2329,55782661,2022-10-23T16:26:43.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,BRONX,Closed,2022-10-23T16:55:12.000,BRONX,Unspecified,BRONX,1010885,244212,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2330,55785777,2022-10-23T16:26:30.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11236,10564 AVENUE K,AVENUE K,BROOKLYN,Closed,2022-10-23T16:33:42.000,BROOKLYN,Unspecified,BROOKLYN,1014852,174315,40.64507817543519,-73.88972617125391,"{'latitude': '40.64507817543519', 'longitude': '-73.88972617125391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2331,55785374,2022-10-23T16:26:21.000,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2332,55782052,2022-10-23T16:26:21.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2333,55786223,2022-10-23T16:26:21.000,HPD,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2334,55782065,2022-10-23T16:26:21.000,HPD,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2335,55783723,2022-10-23T16:26:21.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2336,55783640,2022-10-23T16:26:21.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10453,1713 POPHAM AVENUE,POPHAM AVENUE,BRONX,Open,2022-10-23T00:00:00.000,BRONX,Unspecified,BRONX,1006369,249023,40.850157909266684,-73.92004879820509,"{'latitude': '40.850157909266684', 'longitude': '-73.92004879820509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2337,55785819,2022-10-23T16:26:09.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11229,1723 EAST   14 STREET,EAST   14 STREET,BROOKLYN,Closed,2022-10-23T16:50:28.000,BROOKLYN,Unspecified,BROOKLYN,995650,160540,40.60731423053152,-73.9589435246142,"{'latitude': '40.60731423053152', 'longitude': '-73.9589435246142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2338,55781510,2022-10-23T16:26:00.000,DEP,Sewer,Sewer Backup (Use Comments) (SA),,11429,112-02 208 STREET,208 STREET,QUEENS VILLAGE,Open,,QUEENS,Unspecified,QUEENS,1054141,196058,40.70453466480556,-73.74792396864613,"{'latitude': '40.70453466480556', 'longitude': '-73.74792396864613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2339,55783083,2022-10-23T16:25:48.000,DHS,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,11226,473 EAST 18 STREET,EAST 18 STREET,BROOKLYN,Closed,2022-10-23T20:25:23.000,BROOKLYN,Unspecified,BROOKLYN,995025,172259,40.639481213021284,-73.96117572159153,"{'latitude': '40.639481213021284', 'longitude': '-73.96117572159153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2340,55784979,2022-10-23T16:25:43.000,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,BROOKLYN,Closed,2022-10-23T16:33:12.000,BROOKLYN,Unspecified,BROOKLYN,995261,190775,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2341,55783841,2022-10-23T16:25:26.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1890 CROTONA AVENUE,CROTONA AVENUE,BRONX,In Progress,2022-10-24T01:54:00.000,BRONX,Unspecified,BRONX,1014081,246845,40.84415725773014,-73.8921827646053,"{'latitude': '40.84415725773014', 'longitude': '-73.8921827646053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2342,55785425,2022-10-23T16:24:43.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10023,310 WEST   72 STREET,WEST   72 STREET,NEW YORK,Closed,2022-10-23T16:49:22.000,MANHATTAN,Unspecified,MANHATTAN,988414,223453,40.78000214080515,-73.98496469108335,"{'latitude': '40.78000214080515', 'longitude': '-73.98496469108335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2343,55783594,2022-10-23T16:24:40.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,FULTON STREET,FULTON STREET,,Closed,2022-10-23T18:02:29.000,BROOKLYN,Unspecified,BROOKLYN,1001614,186927,40.67973116659351,-73.93739659508752,"{'latitude': '40.67973116659351', 'longitude': '-73.93739659508752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2344,55785418,2022-10-23T16:24:31.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11361,43-28 223 STREET,223 STREET,BAYSIDE,Closed,2022-10-23T17:48:14.000,QUEENS,Unspecified,QUEENS,1051064,217371,40.763057150353234,-73.75881008224178,"{'latitude': '40.763057150353234', 'longitude': '-73.75881008224178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2345,55785629,2022-10-23T16:24:30.000,DSNY,Missed Collection,Trash,Street,11211,477 BEDFORD AVENUE,BEDFORD AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,994193,196799,40.706838966851514,-73.96413736775459,"{'latitude': '40.706838966851514', 'longitude': '-73.96413736775459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2346,55785040,2022-10-23T16:24:08.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11212,489 THATFORD AVENUE,THATFORD AVENUE,BROOKLYN,Closed,2022-10-23T17:46:59.000,BROOKLYN,Unspecified,BROOKLYN,1010139,178917,40.65772468807821,-73.90669171468345,"{'latitude': '40.65772468807821', 'longitude': '-73.90669171468345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2347,55783552,2022-10-23T16:24:02.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10305,39 AUSTIN AVENUE,AUSTIN AVENUE,STATEN ISLAND,Closed,2022-10-23T17:43:24.000,STATEN ISLAND,Unspecified,STATEN ISLAND,965821,156197,40.5953817501631,-74.06635917704583,"{'latitude': '40.5953817501631', 'longitude': '-74.06635917704583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2348,55783101,2022-10-23T16:23:53.000,NYPD,Panhandling,N/A,Subway,,,,,Closed,2022-10-23T17:09:38.000,BRONX,Unspecified,BRONX,1006819,243053,40.833770871286156,-73.91844232320156,"{'latitude': '40.833770871286156', 'longitude': '-73.91844232320156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2349,55784525,2022-10-23T16:23:49.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,987966,219503,40.76916062655122,-73.98658450706913,"{'latitude': '40.76916062655122', 'longitude': '-73.98658450706913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2350,55782463,2022-10-23T16:23:46.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,180 FRONT STREET,FRONT STREET,BROOKLYN,Closed,2022-10-23T17:15:38.000,BROOKLYN,Unspecified,BROOKLYN,988307,195168,40.70236691217163,-73.98536810464347,"{'latitude': '40.70236691217163', 'longitude': '-73.98536810464347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2351,55786402,2022-10-23T16:23:36.000,TLC,Taxi Complaint,Driver Complaint - Passenger,Street,10128,1799 2 AVENUE,2 AVENUE,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,998565,224405,40.782604516707586,-73.94830958918809,"{'latitude': '40.782604516707586', 'longitude': '-73.94830958918809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2352,55781068,2022-10-23T16:23:08.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,860 BROADWAY,BROADWAY,NEW YORK,Closed,2022-10-23T16:53:37.000,MANHATTAN,Unspecified,MANHATTAN,986941,207870,40.737231363534356,-73.9902896147263,"{'latitude': '40.737231363534356', 'longitude': '-73.9902896147263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2353,55782625,2022-10-23T16:23:07.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10466,4064 BRONX BOULEVARD,BRONX BOULEVARD,BRONX,Closed,2022-10-23T18:02:59.000,BRONX,Unspecified,BRONX,1022150,264035,40.8913075690776,-73.86292205289855,"{'latitude': '40.8913075690776', 'longitude': '-73.86292205289855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2354,55784907,2022-10-23T16:23:00.000,DEP,Sewer,Sewer Backup (Use Comments) (SA),,11427,80-26 210 STREET,210 STREET,QUEENS VILLAGE,Open,,QUEENS,Unspecified,QUEENS,1050642,206260,40.732563542915706,-73.76044312888803,"{'latitude': '40.732563542915706', 'longitude': '-73.76044312888803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2355,55786894,2022-10-23T16:22:43.000,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11421,88-46 74 PLACE,74 PLACE,WOODHAVEN,Closed,2022-10-23T18:12:09.000,QUEENS,Unspecified,QUEENS,1021242,190072,40.688303200129354,-73.86661347818156,"{'latitude': '40.688303200129354', 'longitude': '-73.86661347818156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2356,55784674,2022-10-23T16:22:41.000,DOHMH,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11207,359 WORTMAN AVENUE,WORTMAN AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,1017473,179388,40.65899299853885,-73.88025646101053,"{'latitude': '40.65899299853885', 'longitude': '-73.88025646101053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2357,55782127,2022-10-23T16:21:34.000,DOHMH,Rodent,Mouse Sighting,3+ Family Apt. Building,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,BRONX,In Progress,,BRONX,Unspecified,BRONX,1003936,242233,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
